job_id,job_title,industry_name,salary_min,salary_max,salary_unit,salary_period,experience_required,education_required,status,publish_date,collected_at,company_name,city,job_benefits,job_description,industry_standard,industry_group,job_skills
171607069,销售专员,烟草/酒业,3.0,6.0,千,月,无需经验,大专,在线,2026-04-15 10:29:36,2026-04-15 17:51:41,湖南弄子酒业有限公司,邵阳·邵阳县,,"职位详情：
【工作内容】
- 负责公司产品或服务的市场推广与销售工作，完成既定的销售目标；
- 通过电话、面谈等方式与客户沟通，了解客户需求并提供相应解决方案；
- 维护现有客户关系，提升客户满意度和复购率；
- 收集市场信息和竞品动态，为团队提供有价值的市场反馈。
【任职要求】
- 大专及以上学历，专业不限，有销售经验者优先；
- 具备良好的沟通能力和客户服务意识，能够积极应对挑战；
- 有较强的目标感和抗压能力，能适应快节奏的工作环境；
- 熟悉办公软件操作，具备基本的数据分析能力。

年龄要求：
20-28岁

职能类别：
销售专员",消费品/烟酒,食品与饮料,"市场推广与销售, 电话沟通, 面谈沟通, 客户需求分析, 解决方案提供, 客户关系维护, 市场信息收集, 竞品动态分析, 办公软件操作, 数据分析能力"
171613305,销售经理,电气/电力/水利,4.0,6.0,千,月,1-5年,本科,在线,2026-04-15 13:46:51,2026-04-15 17:52:01,锐洋集团东北电缆有限公司,沈阳·浑南区,"节日福利,全勤奖,专业培训,社会保险,带薪年假,绩效奖金,免费工作餐","职位详情：
一、岗位职责：
1.承担国网各省份业务的日常履约与维护工作；
2.协同内勤人员处理维护难题，并推进回款事宜；
3.配合部门领导，确保其他项目顺利执行与履约；
4.主动开拓并完善个人负责的项目；
5.完成领导交办的其他各项任务。

二、岗位需求：
1.具备大专及以上学历；
2.拥有一定的运维相关工作经验；
3.能够熟练驾驶，且适应频繁出差的工作要求；
4.具备出色的沟通能力、强烈的服务意识以及良好的团队合作精神。

年龄要求：
25-35岁

职能类别：
销售经理",能源电力/电气水利,能源与动力,"运维, 回款, 驾驶"
171611607,医药信息沟通专员-岳阳,制药/生物工程,5.0,10.0,千,月,1年及以上,本科,在线,2026-04-15 12:06:47,2026-04-15 17:52:11,雷允上药业集团销售有限公司,岳阳·汨罗市,"弹性工作,五险一金,交通补贴,通讯补贴,绩效奖金","职位详情：
1、负责区域及周边医院的医药销售工作，达成所负责目标医院的指标；
2、覆盖区域目标客户维护及新客户开发；
3、产品学术信息的有效传递；
4、领导交办的其他事项。
任职要求：
1、本科及以上学历，具有医学专业背景，从事过市场销售工作；
2、同岗位1年以上经验；
3、良好的沟通能力、专业知识的学习能力；
4、品行端正，积极向上，有强烈的事业心。

职能类别：
医药代表",制造业/医药生物,生物与医药,"临床销售, 中成药"
171610667,税筹顾问,财务/审计/税务,1.5,2.5,万,月,5年及以上,本科,在线,2026-04-15 11:44:41,2026-04-15 17:52:25,西安懿盛通联合会计师事务所（普通合伙）,西安·雁塔区,,"职位详情：
【工作内容】
- 协助客户进行税务筹划，提供合法合规的税务优化方案；
- 分析企业财务数据，识别税务风险并提出改进建议；
- 与客户沟通需求，制定个性化税务服务计划；
- 持续关注税收政策变化，及时调整筹划策略。
【任职要求】
- 本科及以上学历，财税、会计、经济等相关专业优先；
- 对税收政策有基本了解，具备良好的学习能力；
- 具备较强的责任心和沟通能力，能够与客户有效对接；

年龄要求：
35岁以上

职能类别：
专业顾问",金融/财务审计,金融与经济,"会计, 经济, 税务筹划, 财务数据, 税收政策, 财税, 识别税务风险"
171609195,ehs安全经理/主管,建筑/建材/工程,5.0,10.0,千,月,3-5年,本科,在线,2026-04-15 11:09:57,2026-04-15 17:52:37,三棵树涂料股份有限公司,贺州·平桂区,,"职位详情：
1、 组织日常漆S检查及通报管理，跟踪落实违规缺陷的整改闭环；
2、 开展节假日、专项、季节性、综合性安全检查，跟踪检查结果的整改情况；
3、负责漆S违规通报除疑及考核管理；
4、开展隐患排查，针对重大隐患项目，建立档案，采取防范措施并纳入计划，跟踪落实。
5、组织开展工作许可证授权培训与考试，并对相关作业人员进行引导与培训；
6、 按照特殊作业安全规范与职责要求，签发办理票证及审核监管作业过程；
7、月度审计各车间作业票证办理情况，针对异常情况进行通报与指导。
8、指导并审核各单位事故事件的上报流程，落实事件原因分析，跟踪事故事件的预防性及纠正性措施的整改进度；
9、建立并定期更新工厂事故事件台账，并制作月度分析报告
10、监管车间特种设备运行与年检情况，确保设备设备在有效期内，符合法律法规要求
11、负责安全设施台账更新维护，及静电测试表、气体四合一检测仪、噪声仪、温湿度仪等日常维护保养和年检工作；
12、监管各车间易燃气体探头年检、日常维护点检等符合要求。
13、组织叉委会会议，监管叉车的运行及绩效考核工作，并组织专项检查。

职能类别：
EHS安全工程师",建筑业/建筑工程,建筑与工程,"安全检查, 维护点检, 隐患排查"
171609229,电控装配工,农/林/牧/渔,5.6,7.0,千,月,4年及以上,中技/中专,在线,2026-04-15 11:10:39,2026-04-15 17:52:51,广东诚一实业集团有限公司,中山·火炬开发区,"五险一金,员工旅游,交通补贴,餐饮补贴,专业培训,绩效奖金,年终奖金,定期体检","职位详情：
【岗位职责】
1、根据电气原理图、接线图及工艺要求，完成控制柜等产品的元器件固定、排布及二次线接线；
2、确保接线牢固、标识清晰、线号管与图纸一致，走线横平竖直，符合电工安全规范；
3、使用万用表、兆欧表等工具检测线路绝缘、通断及电压电流参数，排除常见接线故障；
4、按生产任务单领料、核料，完工后及时填报《装配记录表》《检验记录表》
5、执行自检、互检制度，确保无错接、漏接、虚接，配合质检员完成成品检验
6、维护工作区域6S，保管好个人工具及检测仪器。
【任职要求】
1、机电、数控等相关专业中专学历，4年以上相关工作经验；
2、持有低压特种作业操作证；
3、能看懂机械装配图纸和电气图纸；
4、具备电工基础技能，会使用常见量具（如万用表）进行自检。

年龄要求：
28-40岁

职能类别：
电工",农业/农林业,农业与生命,"接线图, 控制柜, 二次线接线, 电气原理图"
171604678,机电工程师,计算机硬件,4.0,7.0,千,月,无需经验,大专,在线,2026-04-15 09:36:12,2026-04-15 17:53:05,吉林省中科讯飞信息工程有限公司,长春·绿园区,"五险一金,带薪年假,节日福利,双休,餐补,年终奖金,员工旅游,全勤奖","职位详情：
岗位职责：
1、负责按图纸或技术要求，完成设备的安装工作；
2、负责安装与测试过程中的设计工作；
3、完成领导交付的其它工作。
任职资格：
1、大专及以上，接受应届生；
2、理工科专业优先；
3、执行力强，工作认真负责，具有良好的团队协作意识。
福利待遇：
1、基础底薪4k +五险一金+餐补+交通补助
2、带薪年假,节日福利，提供住宿；
3、早9：00-晚5：00,双休，法定假日正常休息。

年龄要求：
18-30岁

职能类别：
机电工程师",信息技术/硬件,电子信息,"测试, 安装, 理工科, 设备安装, 设计"
171599817,列车乘务+五险一金+包吃包住,人力资源服务,6.0,8.0,千,月,无需经验,,在线,2026-04-15 11:12:02,2026-04-15 17:53:23,河北洹讯人力资源服务有限公司,运城,"缴纳五险,五险一金,员工宿舍,医疗保险,养老保险,工伤保险,失业保险,生育保险,年终奖金,年终奖","职位详情：
工作地点：根据户籍地安排,也可以根据求职者意愿调整。
一.职位信息
职位名称:乘务员
1.转正和实习工作内容：
（1）负责协助旅客上下车，检查票务，认座，旅客餐饮咨询等工作；
（2）负责车站出入站口检票工作；
（3）负责列车、站内安全管理(包括引导，抽查旅客身份证件)；
（4）动车联检、轨道维保维管、接触网工等。
2、工作要求：
（1）性别不限，18-30岁，身体健康，无不良嗜好；
（2）普通话标准。无违法犯罪记录,具有良好服务意识及亲和力，热爱服务行业；
（3）退役军人/应届毕业生优先；
（4）接受实习生。
二、薪资详情
1.薪资范围：6-8K
2.薪资结构：
（1）转正综合工资： 一线城市综合工资6000-8000，二三线城市综合 5000-7000
（2）上几休几(例如上二休二或上三休三等)，统一安排入驻员工宿舍，小区式住宿环境，水、电、暖气、空调等齐全。
（3）入职后按照国家规定缴纳五险：养老保险、医疗保险、生育保险、工伤保险、失业保险。
（4）长期合同制 可以长期稳定工作、退休后有退休金、享受养老政策

年龄要求：
18-30岁

职能类别：
乘务员",服务业/人力资源,人力资源,"乘务员, 安检员, 乘辅警, 高铁铁路, 检查票务"
171609006,工艺工程师,电子/半导体/集成电路,1.5,2.0,万,月,7年及以上,本科,在线,2026-04-15 11:06:00,2026-04-15 17:53:38,深圳市航嘉驰源电气股份有限公司,河源,"五险一金,年终奖金,绩效奖金,专业培训,定期体检,餐饮补贴,员工旅游,节日福利","职位详情：
工作职责:
1、研究行业工艺，进行对标分析，以精益生产+自动化方式持续改善，提升行业竞争力。
2、主导规划车间装修和制造布局，输出图纸并落地执行。
3、制定自动化工艺需求，治夹具设计标准化，牵引产品制造工艺设计适应精益生产和自动化/数字化/智能制造的发展。
4、负责新设备的导入及成果验证，保证新设备顺利移交至量产线生产，后期设备异常协助处理及系统性改善方案。

任职资格:
1、本科及以上学历、机械、电气等设备相关专业，了解工艺流程。
2、7年以上工艺工作经验，熟悉精益生产管理基本原理和方法，有电源厂工作经验优先。
3、良好的沟通、协商、分析和解决问题的能力。

薪酬待遇：
1、月薪： 15-20K，特别适配者可进一步沟通。
2、其他福利待遇：提供舒适住宿环境+餐补+五险一金+大小周+带薪年假+节假日福利+丰富团建活动+育儿假、护理假+上下班班车。

工作地点：广东河源龙岭航嘉工业园。

职能类别：
工艺/制程工程师",制造业/电子半导体,电子信息,"机械, 自动化, 电气, 工艺流程, 精益生产, 工艺, 智能制造, 精益生产管理, 对标分析, 自动化工艺"
171611995,机器人调试员,汽车,8.0,12.0,千,月,3年及以上,大专,在线,2026-04-15 12:44:44,2026-04-15 17:53:52,上海阿特迪科技术有限责任公司,上海·松江区,"五险一金,年终奖金,绩效奖金,专业培训,弹性工作","职位详情：
工作职责:
1、项目前期设计、仿真设备选型及接口确认支持等；
2、现场机器人调试（配置、轨迹、节拍、联调及问题处理等）及安装支持；
3、控制机器人调试成本，降本措施执行（一岗多能等）；
4、调试问题及技术风险措施建议及执行；
5、内部调试管理流程执行及优化；
6、技术交底及计划制定落地执行；
7、现场内部及供应商沟通协调管理（人员、进度、质量、流程执行等）；
8、项目lesson learn总结；

岗位要求:
1、大学专科及以上学历，理工科相关专业；
2、白车身行业3年以上机器人调试经验，熟悉汽车焊装标准；
3、至少熟练掌握KUKA/FANUC/ABB/现代等主流机器人中一种及以上使用能力,；
4、具备白车身工艺设备调试及质量优化分析能力；
5、熟悉机器人与PLC通讯方式：Profinet、Profibus、Ethernet等；
6、具备通用、大众等合资企业项目经验；
7、有仿真、滚边，激光调试经验者优先；
8、良好的沟通表达及学习能力；
9、良好的英语读写能力，英语可作为工作语言，优先考虑；
10、能够出差，服从公司安排，抗压能力强；

职能类别：
机器学习工程师",制造业/汽车,机械工程,"汽车焊装, plc, 调试, 机器人调试, 现代, fanuc"
171612986,毒理SD（生殖方向）,制药/生物工程,1.0,1.5,万,月,2年及以上,硕士,在线,2026-04-15 13:38:09,2026-04-15 17:54:10,江苏鼎泰药物研究（集团）股份有限公司,南京·江北新区,"五险一金,餐饮补贴,员工旅游,年终奖金,绩效奖金,定期体检,专业培训,生日福利,节日福利","职位详情：
工作职责：
1、 遵从GLP要求，全面负责生殖毒理专题的管理工作；
2、 负责设计和执行临床前生殖毒理学试验，确保试验方案被客户认可并协调各部门安排试验；
3、 对试验各个环节的操作进行监督，保证试验按照试验方案进行，并确保试验过程遵循GLP法规；
4、 解决试验中出现的相关问题，对试验数据的采集进行监督和对试验数据的检查；
5、 准备试验总结报告，对报告的科学性负责；
6、 负责与客户进行及时、有效的沟通。
任职要求：
1、 卫生毒理学、基础医学、药理学、病理学、动物医学、兽医学、医学等相关专业背景，硕士及以上学历，具备2年以上CRO公司毒理SD工作经验；
2、熟悉NMPA/FDA/OECD相关GLP法规；
3、熟悉基本动物实验流程，熟练使用办公软件及统计学软件；
4、良好的学习能力和团队意识，具备较好的协调管理能力；
5、英语六级以上，具备优秀的听说读写及沟通能力；
6、有相关学术论文发表者优先。

职能类别：
药理研究员",制造业/医药生物,生物与医药,"办公软件, 管理, 药理学, 医学, fda, glp, 英语六级, nmpa, 听说读写, 病理学"
171603649,工程运维可长期,计算机硬件,4.0,6.5,千,月,无需经验,大专,在线,2026-04-15 09:10:40,2026-04-15 17:54:47,吉林省中科讯飞信息工程有限公司,长春·绿园区,"五险一金,年终奖金,定期体检,员工旅游,带薪年假,节日福利,双休,包吃住","职位详情：
岗位职责：（前期无经验有公司老人带）
1、负责工程网络应用环境快速部署、调试、迁移、维护等运维工作；
2、负责日常工程网络的巡检、系统与应用平台管理，包括状态监控、升级、故障处理及优化等操作；
3、负责收集和分析系统性能指标，对提高系统可用性提出建议，维护系统稳定运行等。
薪资待遇：
1、带薪年假，年终奖金，包吃住，4000+项目奖金+节日福利+五险一金；
2、上班时间：早9晚5 中午休息一个半小时双休 长白班不加班。

年龄要求：
20-30岁

职能类别：
运维工程师",信息技术/硬件,电子信息,"调试, 运维, 维护, 故障处理"
171617380,具身智能机械工程师,人工智能,1.5,2.5,万,月,3年,本科,在线,2026-04-15 15:24:33,2026-04-15 17:55:14,节卡机器人股份有限公司,上海·闵行区,"五险一金,绩效奖金,定期体检,餐饮补贴,带薪年假","职位详情：
工作职责:
1. 非标设计能力
独立完成非标机构、工装夹具、移栽、旋转、升降、输送等结构设计
熟悉气缸、电机、丝杆、导轨、皮带、链传动、凸轮等标准件选型
能做公差配合、材料选型、强度校核、DFM可制造性设计
2. 软件能力
熟练使用 SolidWorks / Creo / UG 至少一种
会出工程图、BOM、装配图、零件图
加分：Adams、ANSYS、ABAQUS 仿真、运动仿真
3. 机电结合能力
熟悉电机、伺服、步进、气缸、传感器集成
懂基本电控配合、气路、布线、安装调试
能与电气、算法、AI工程师协同开发
4. 加工与落地能力
熟悉机加工、钣金、铝型材、3D打印、注塑等工艺
跟进样机装配、调试、问题整改、迭代优化
5. 具身智能相关加分项
做过机器人末端执行器、夹爪、灵巧手、人机交互机构
参与过具身智能实验平台、机器人操作、抓取、移动操作平台
了解机器人运动学、动力学、柔顺机构
任职资格:
具备3c电子，汽车行业及一般工业场景非标设计项目落地经验优先
具备良好的问题解决能力、动手能力、抗压能力；
工作严谨细致，有质量意识和成本意识；
良好的沟通协作能力，能跨团队（电控 / 算法 / 测试 / 生产）协同；
对机器人与具身智能技术有热情，愿意持续学习新技术。

职能类别：
机械设计",信息技术/AI人工智能,计算机技术,"非标设计能力, 机器人末端执行器 夹爪 灵巧手, 机器人运动学 动力学 柔顺机构, 3c电子 汽车行业及一般工业场景非标设计项目落地经验"
171617327,模拟IC版图设计工程师,电子/半导体/集成电路,6.0,8.0,千,月,无需经验,本科,在线,2026-04-15 15:23:19,2026-04-15 17:55:27,福建福顺半导体制造有限公司,福州,"五险一金,年终奖金,绩效奖金,餐饮补贴,专业培训,带薪年假,交通补贴,节日福利","职位详情：
专业要求：
微电子、电子信息工程、电子科学与技术、集成电路设计等电子信息类相关专业；

能力要求:
模拟电路、数模混合电路、半导体物理、集成电路设计等核心课程成绩优异，专业理论知识扎实；了解IC设计基本流程，掌握半导体理论、模拟电路基础理论及封装基础影响因素；熟悉Cadence virtuoso、Mentor calibre等基础版图EDA工具，有模拟/数模混合IC版图设计相关课程、科研实践经历者优先；了解BCD/CMOS/BiCMOS/Bipolar工艺基础知识，具备基础的DRC/LVS验证、寄生参数提取认知；

学历要求：
重点院校 （985/211优先），本科/硕士全日制学历，专业需与岗位要求专业符合；
在校成绩专业排名前10%、或者获得校级及以上奖学金、电子类相关学科竞赛市级及以上奖项，经审核可破格录用。
有工作经验者学历也可放宽。

职能类别：
IC版图设计",制造业/电子半导体,电子信息,"电子, 微电子, 模拟电路, drc, 半导体物理, 电子信息, 电子信息工程, cmos, bcd, 集成电路设计"
171613781,注塑试模技术员,仪器仪表/工业自动化,9.0,11.0,千,月,1年及以上,高中,在线,2026-04-15 13:59:45,2026-04-15 17:55:41,深圳艾利佳材料科技有限公司,深圳·宝安区,"五险一金,带薪年假,绩效奖金,项目奖金,专业培训","职位详情：
工作内容：
1、根据生产计划，完成责任机台的试模、量产参数设定，保障生产稳定；
2、及时排查注塑成型过程中的产品缺陷、设备故障，快速解决生产问题；
3、负责机台模具、注塑设备的日常清洁、点检、保养，制定并执行保养计划；
4、记录生产数据，分析成型问题，优化工艺参数，提升产品合格率与生产效率；
5、配合生产调度、品质部门完成试模验证、品质改善等工作，反馈生产问题。
任职要求：
1、熟悉日精机、鸿利机、立式机等主流注塑设备的结构原理与操作规范；
2、具备1年以上MIM粉末冶金注塑成型实操经验，掌握成型工艺参数设定；
3、熟练操作机械手，掌握机械手调试、日常维护及故障处理方法；
4、具备注塑机、模具的日常点检、维护保养及简单维修能力
5、责任心强，能适应倒班，具备良好的问题沟通协调能力

职能类别：
技工",制造业/工业自动化,机械工程,"日精机, 鸿利机, 立式机, MIM粉末冶金注塑成型, 成型工艺参数设定, 机械手调试, 机械手日常维护, 注塑机日常点检, 模具日常点检, 注塑机维护保养"
171605038,急招装配小时工28/小时（免费吃住）,专业服务(咨询、人力资源、财会),7.0,8.0,千,月,无需经验,高中,在线,2026-04-15 09:44:25,2026-04-15 17:55:53,上海珞诚劳务派遣有限公司,上海·浦东新区,,"职位详情：
免费工作餐，免费体检，免费住宿（水电平摊），上下班有厂车接送。
工价 28元/小时（26+2稳岗奖励，发放时需在职）
岗位：装配，喷漆
要 求 ： 年龄40岁以下，身高170米以上左右，高中以上学历
上班时间：12小时做二休一（或做六休一，以产量为主）
综合工资：7500--8500元，点对点12小时，按11.5小时结算，国定节假日45元/小时

年龄要求：
18-40岁

职能类别：
普工/操作工",专业服务/咨询人力,人力资源,"装配, 喷漆"
171607879,生产拉长,电子技术/半导体/集成电路,5.0,7.0,千,月,2年及以上,高中,在线,2026-04-15 10:48:48,2026-04-15 17:56:05,深圳市华正行科技有限公司,惠州·惠城区,,"职位详情：
岗位职责：
1. 负责管理生产员工，确保生产计划得以顺利完成；
2. 组织和安排生产计划，保证生产进度和产品质量；
3. 协调和解决生产中出现的各种问题；
4. 保持对生产数据的准确性和保密性，以支持公司的业务目标；
5. 对新进员工进行安全，品质，操作培训。

任职要求：
1. 有2年以生产管理经验，懂得现场指导新员工操作；
2. 熟悉耳机管理相关经验者优先；
3. 具有良好的沟通能力，对工作认真負責，吃苦耐劳；
4. 服从领导安排，负责员工培训。

年龄要求：
20-40岁

职能类别：
生产领班/组长",制造业/电子半导体,电子信息,"生产管理经验, 现场指导新员工操作, 熟悉耳机管理, 沟通能力, 工作认真負責, 吃苦耐劳, 服从领导安排"
171614814,物控专员,机械/设备/重工,4.8,5.5,千,月,5年及以上,大专,在线,2026-04-15 14:23:53,2026-04-15 17:56:29,中山金港源金属制造有限公司,中山·火炬开发区,"五险一金,定期体检,专业培训,包吃住","职位详情：
【工作内容】
1、对中央化的辅料进行管理，包括计划物料交货时间；
2、合理分配物料，确保满足生产需求的同时也要控制库存；
3、定期分析物料使用数据，提出改进建议，提升整体运营效率。

【任职要求】
1、专科及以上学历，专业不限；
2、5年以上的物料计划工作经验，了解供应琏的基本知识；
3、熟悉办公软件操作，具备良好的数据分析能力；

职能类别：
生产计划/物料管理(PMC)",制造业/机械设备,机械工程,"办公软件, 数据分析, 分配物料, 控制库存"
